key,BR,DE,EE,EN,ES LATAM,ES,FR,IT,JA,KO,PL,PT,RU,TR,UA,ZHS,ZHT
MAIN CREDITS,"PROGRAMAÇÃO, ARTE E TRILHA SONORA DE MIKE KLUBNIKA
INSPIRADO NO TRABALHO DE DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" DE MIA ROSADO
LICENCIADO SOB CREATIVE COMMONS
COM A LICENÇA DE ATRIBUIÇÃO 4.0

V1.0 TESTADO POR NICK, POPSTONIA,
EKU E PATTHEHYRULER

OBRIGADO POR JOGAR!","CODE, GRAFIK UND SOUNDTRACK VON MIKE KLUBNIKA
INSPIRIERT VON DER ARBEIT VON DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

„BLOODSPLATTER FX PACK“ VON MIA ROSADO
IST LIZENZIERT UNTER EINEM CREATIVE COMMONS
ATTRIBUTION 4.0 LIZENZVERTRAG

V1.0 GETESTET VON NICK, POPSTONIA,
EKU UND PATTHEHYRULER

DANKE FÜRS SPIELEN!","KOODI, KUNSTI JA MUUSIKA LÕI MIKE KLUBNIKA
INSPIREERITUD DANIEL MULLINSI TÖÖDEST

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

MIA ROSADO ""BLOODSPLATTER FX PACK""
ON CREATIVE COMMONS ATTRIBUTION 4.0
LITSENTSI ALL.

V1.0 PROOVISID NICK, POPSTONIA,
EKU JA PATTHEHYRULER

AITÄH, ET MÄNGISID!","CODE, ART AND SOUNDTRACK BY MIKE KLUBNIKA
INSPIRED BY THE WORK OF DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" BY MIA ROSADO
IS LICENSED UNDER A CREATIVE COMMONS
ATTRIBUTION 4.0 LICENSE

PLAYTESTED BY NICK, POPSTONIA,
EKU AND PATTHEHYRULER (V1.0)

THANK YOU FOR PLAYING!","CÓDIGO, ARTE Y BANDA SONORA DE MIKE KLUBNIKA
INSPIRADO EN EL TRABAJO DE DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

EL ""PAQUETE DE EFECTOS DE SALPICADURA DE SANGRE"" DE MIA ROSADO
ESTÁ AUTORIZADO SEGÚN LA LICENCIA DE ATRIBUCIÓN 4.0
DE CREATIVE COMMONS

V1.0 JUEGO PROBADO POR NICK, POPSTONIA,
EKU Y PATTHEHYRULER

¡GRACIAS POR JUGAR!","CÓDIGO, ARTE Y BANDA SONORA DE MIKE KLUBNIKA
INSPIRADO EN EL TRABAJO DE DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

EL ""BLOODSPLATTER FX PACK"" DE MIA ROSADO
ESTÁ AUTORIZADO SEGÚN LICENCIA DE ATRIBUCIÓN 4.0
DE CREATIVE COMMONS

V1.0 JUEGO PROBADO POR NICK, POPSTONIA,
EKU Y PATTHEHYRULER

¡GRACIAS POR JUGAR!","CODE, ART ET BANDE ORIGINALE DE MIKE KLUBNIKA
INSPIRÉ PAR L'ŒUVRE DE DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

LE « BLOODSPLATTER FX PACK » DE MIA ROSADO
EST SOUS LICENCE CREATIVE COMMONS
ATTRIBUTION 4.0

V1.0 JEU TESTÉ PAR NICK, POPSTONIA,
EKU ET PATTHEHYRULER

MERCI D'AVOIR JOUÉ !","PROGRAMMAZIONE, SVILUPPO ARTISTICO E COLONNA SONORA DI MIKE KLUBNIKA
ISPIRATO AL LAVORO DI DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

IL ""BLOODSPLATTER FX PACK"" DI MIA ROSADO
È REGISTRATO IN LICENZA DI ATTRIBUZIONE
4.0 CREATIVE COMMONS

V1.0 TESTATO DA NICK, POPSTONIA,
EKU E PATTHEHYRULER

GRAZIE PER AVER GIOCATO!","コード・アート・サウンドトラック Mike Klubnika
Daniel Mullinsの作品からの着想に基づく
 
BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

Mia Rosado作「BLOODSPLATTER FX PACK」 は
クリエイティブ・コモンズ・ライセンス
バージョン4.0に基づく
 
V1.0 ゲームテスターNICK, POPSTONIA, 
EKU, PATTHEHYRULER
 
THANK YOU FOR PLAYING!","코드, 아트 및 사운드트랙 MIKE KLUBNIKA
DANIEL MULLINS의 작업에 영감을 받음
 
BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" BY MIA ROSADO
IS LICENSED UNDER A CREATIVE COMMONS
ATTRIBUTION 4.0 LICENSE
 
V1.0 플레이테스터 NICK, POPSTONIA,
EKU, PATTHEHYRULER
 
플레이해 주셔서 감사합니다!","KOD, GRAFIKA I ŚCIEŻKA DŹWIĘKOWA: MIKE KLUBNIKA
GRA INSPIROWANA DZIEŁEM DANIELA MULLINSA

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

„PAKIET EFEKTÓW BLOODSPATTER”: MIA ROSADO
GRA OBJĘTA LICENCJĄ CREATIVE COMMONS
ATTRIBUTION 4.0

V1.0 TESTY: NICK, POPSTONIA,
EKU ORAZ PATTHEHYRULER

DZIĘKUJEMY ZA GRĘ!","PROGRAMAÇÃO, ARTE E BANDA SONORA DE MIKE KLUBNIKA
INSPIRADO NO TRABALHO DE DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" DE MIA ROSADO
LICENCIADO SOB CREATIVE COMMONS
COM A LICENÇA DE ATRIBUIÇÃO 4.0

V1.0 TESTADO POR NICK, POPSTONIA,
EKU E PATTHEHYRULER

OBRIGADO POR JOGARES!","КОД, ГРАФИКА И САУНДТРЕК: MIKE KLUBNIKA
ВДОХНОВЛЕНО РАБОТАМИ DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" ОТ MIA ROSADO
РАСПРОСТРАНЯЕТСЯ ПО ЛИЦЕНЗИИ
CREATIVE COMMONS ATTRIBUTION 4.0

V1.0 ТЕСТИРОВАНИЕ ИГРЫ: NICK, POPSTONIA,
EKU И PATTHEHYRULER

СПАСИБО ЗА ИГРУ!","KODLAMA, SANAT VE MÜZİK: MIKE KLUBNIKA
DANIEL MULLINS'İN ÇALIŞMALARINDAN ESİNLENİLMİŞTİR

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

""BLOODSPLATTER FX PACK"" MIA ROSADO TARAFINDAN
CREATIVE COMMONS 4.0 KAPSAMINDA
LİSANSLANMIŞTIR

V1.0 OYUN TESTİ: NICK, POPSTONIA,
EKU VE PATTHEHYRULER

OYNADIĞIN İÇİN TEŞEKKÜRLER!","КОД, ГРАФІКА Й САУНДТРЕК: MIKE KLUBNIKA
НАТХНЕНО РОБОТАМИ DANIEL MULLINS

BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

BLOODSPLATTER FX PACK ВІД MIA ROSADO
ПОШИРЮЄТЬСЯ ПО ЛІЦЕНЗІЇ
CREATIVE COMMONS ATTRIBUTION 4.0

V1.0 ТЕСТУВАННЯ ГРИ: NICK, POPSTONIA,
EKU І PATTHEHYRULER

ДЯКУЄМО, ЩО ГРАЄТЕ!","代码、美术和配乐由 MIKE KLUBNIKA 创作
 灵感来自 DANIEL MULLINS 的作品
 
BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

 “BLOODSPLATTER FX PACK”作者为 MIA ROSADO
 采用创作共用协议许可
 ATTRIBUTION 4.0 授权
 
 V1.0 测试：NICK、POPSTONIA、
 EKU 与 PATTHEHYRULER (V1.0)
 
 感谢游玩！","代碼、美術和配樂由 MIKE KLUBNIKA 創作
 靈感來自 DANIEL MULLINS 的作品
 
BUCKSHOT ROULETTE OST VOL. II - ALEX PEIPMAN
MASTERED BY CRISP

「BLOODSPLATTER FX PACK」作者為 MIA ROSADO
 採用創作共用協議許可
 ATTRIBUTION 4.0 授權
 
 V1.0 測試：NICK、POPSTONIA、
 EKU 與 PATTHEHYRULER
 
 感謝遊玩！"
INVERTER,INVERSOR,UMKEHRER,INVERTER,INVERTER,INVERSOR,INVERSOR,ONDULEUR,INVERTITORE,インバータ,인버터,INWERTER,INVERSOR,ИНВЕРТОР,İNVERTÖR,ІНВЕРТОР,逆转器,逆轉器
MP_UI GAMBLER,APOSTADOR,ZOCKER,MÄNGUR,GAMBLER,APOSTANTE,JUGADOR,PARIEUR,GIOCATORE,ギャンブラー,갬블러,GRACZ,APOSTADOR,ФАНАТ АЗАРТА,KUMARBAZ,ГРАВЕЦЬ,赌徒,賭徒
AUDIO/VIDEO,ÁUDIO/VÍDEO,AUDIO/VIDEO,HELI/EKRAAN,AUDIO/VIDEO,SONIDO/GRÁFICOS,SONIDO/GRÁFICOS,AUDIO/VIDÉO,AUDIO/VIDEO,オーディオ / ディスプレイ,오디오/비디오,DŹWIĘK/GRAFIKA,ÁUDIO/VÍDEO,ЗВУК/ВИДЕО,SES/GÖRÜNTÜ,ЗВУК/ВІДЕО,音频/视频,音訊/視訊
MP_PLAYER LIMIT,LIMITE DE JOGADOR: %s,SPIELERLIMIT: %s,MÄNGIJATE LIMIIT: %s,PLAYER LIMIT: %s,LÍMITE DE JUGADORES: %s,LÍMITE DE JUGADORES: %s,LIMITE DE JOUEURS : %s,LIMITE GIOCATORI: %s,プレイヤー上限：%s,플레이어 제한: %s,LIMIT GRACZY: %s,LIMITE DE JOGADORES: %s,ОГРАНИЧЕНИЕ ПО ИГРОКАМ: %s,OYUNCU SINIRI: %s,КІЛЬКІСТЬ ГРАВЦІВ: %s,玩家人数限制：%s,玩家人數上限：%s
NAVIGATE UP,MOVER PARA CIMA,NACH OBEN BEWEGEN,LIIGU ÜLES,MOVE UP,ARRIBA,ARRIBA,HAUT,VAI SOPRA,上,위로 이동,RUCH W GÓRĘ,MOVER PARA CIMA,ДВИЖЕНИЕ ВВЕРХ,YUKARI GİT,ВГОРУ,向上移动,向上移動
MP_UI LOBBY LIMITED,"Você não pode entrar, pois tem uma conta limitada.","Du kannst nicht beitreten, da du ein eingeschränktes Konto hast.","Sa ei saa ühenduda, kuna sinu kasutaja on limiteeritud.",You cannot join due to having a limited account.,No has podido unirte porque tienes una cuenta limitada.,No puedes unirte porque tu cuenta está limitada.,Vous ne pouvez pas rejoindre car votre compte est limité.,Impossibile unirsi: le funzioni del tuo profilo sono limitate.,制限中アカウントのため参加不可,현재 계정의 권한으로는 연결할 수 없습니다.,Nie możesz dołączyć ze względu na ograniczenia na koncie.,Não podes entrar porque tens uma conta limitada.,Не удалось присоединиться в связи с ограничениями вашей учётной записи.,Hesabın sınırlı olduğu için bağlanamazsın.,Ви не можете підключитися через обмеження свого акаунту.,你无法加入，因为你的账户受限。,你使用的帳號受限，無法加入房間。
MP_CONSOLE EXIT HOST DISCONNECTED,O jogo foi desfeito: Anfitrião desconectado.,Das Spiel wurde aufgelöst. Verbindung zum Host getrennt.,"Mäng on katkestatud:
Peremees lahkus.",The game has been disbanded: Host disconnected.,Fin de la partida: se ha desconectado el anfitrión.,Fin de la partida: Se ha desconectado el anfitrión.,La partie a été dissoute : hôte déconnecté.,La sessione è stata sciolta: Host disconnesso.,"ゲーム解散：

ホスト退室","게임이 종료되었습니다:
방장의 연결이 끊겼습니다.",Gra została zakończona: host rozłączony.,O jogo foi interrompido: o anfitrião desligou-se.,Игра отменена: хост отключился.,Kurucunun bağlantısı kesildiği için oyun iptal edildi.,Гра перервалася: хост від'єднався.,"当前游戏已解散：

主持人已断开连接。","遊戲中斷：

房主離線。"
DOORS KICKED,PORTAS CHUTADAS,TÜREN EINGETRETEN,UKSI LÖÖDUD,DOORS KICKED,PUERTAS ABIERTAS,PUERTAS ABIERTAS,PORTES ENFONCÉES,PORTE CALCIATE,蹴り開けたドア数,걷어찬 문의 갯수,KOPNIĘTE DRZWI,PORTAS CHUTADAS,ВЫЛОМЛЕНО ДВЕРЕЙ ....,TEKMELENEN KAPI:,ВИЛАМАНО ДВЕРЕЙ,踢开的门,踢開的門
INTERACT WITH,INTERAJA COM,INTERAGIEREN MIT,MÕJUTA KASUTADES,INTERACT WITH,INTERACTUAR,INTERACTÚA CON,INTERAGIR AVEC,INTERAGISCI CON,インタラクト,상호작용,"DZIAŁAJ, UŻYWAJĄC",INTERAGE COM,ВЗАИМОДЕЙСТВОВАТЬ,ŞUNUNLA KULLAN:,ВЗАЄМОДІЯТИ:,互动,互動
SEQUENCE4,QUARTO CARTUCHO...,VIERTE PATRONE...,NELJAS PADRUN ...,FOURTH SHELL ...,CUARTO CARTUCHO ...,CUARTO CARTUCHO...,QUATRIÈME CARTOUCHE...,QUARTO PROIETTILE...,四発目,네 번째 탄,CZWARTY NABÓJ...,QUARTO CARTUCHO ...,ЧЕТВЕРТЫЙ ПАТРОН ...,DÖRDÜNCÜ FİŞEK...,ЧЕТВЕРТИЙ ПАТРОН...,第四发子弹,第四發子彈
MP_UI CANCEL CHANGES,CANCELAR MUDANÇAS,ÄNDERUNGEN ABBRECHEN,TÜHISTA MUUDATUSED,CANCEL CHANGES,CANCELAR CAMBIOS,CANCELAR CAMBIOS,ANNULER LES MODIFICATIONS,ANNULLA CAMBIAMENTI,変更キャンセル,변경 사항 취소,ANULUJ ZMIANY,CANCELAR ALTERAÇÕES,ОТМЕНИТЬ ИЗМЕНЕНИЯ,DEĞİŞİKLİKLERİ İPTAL ET,ВІДМІНИТИ ЗМІНИ,取消更改,取消變更
OPTIONS LANGUAGE,IDIOMA,SPRACHE,VALI KEEL,LANGUAGE,IDIOMA,IDIOMA,LANGUE,LINGUA,言語,언어,JĘZYK,IDIOMA,ЯЗЫК,DİL,МОВА,语言,語言
SEQUENCE5,QUINTO CARTUCHO...,FÜNFTE PATRONE...,VIIES PADRUN ...,FIFTH SHELL ...,QUINTO CARTUCHO ...,QUINTO CARTUCHO...,CINQUIÈME CARTOUCHE...,QUINTO PROIETTILE...,五発目,다섯 번째 탄,PIĄTY NABÓJ...,QUINTO CARTUCHO ...,ПЯТЫЙ ПАТРОН ...,BEŞİNCİ FİŞEK...,П'ЯТИЙ ПАТРОН...,第五发子弹,第五發子彈
SEQUENCE6,SEXTO CARTUCHO...,SECHSTE PATRONE...,KUUES PADRUN ...,SIXTH SHELL ...,SEXTO CARTUCHO ...,SEXTO CARTUCHO...,SIXIÈME CARTOUCHE...,SESTO PROIETTILE...,六発目,여섯 번째 탄,SZÓSTY NABÓJ...,SEXTO CARTUCHO ...,ШЕСТОЙ ПАТРОН ...,ALTINCI FİŞEK...,ШОСТИЙ ПАТРОН...,第六发子弹,第六發子彈
SHOTGUN,ESPINGARDA,SCHROTFLINTE,PUMPPÜSS,SHOTGUN,ESCOPETA,ESCOPETA,FUSIL,FUCILE,ショットガン,샷건,STRZELBA,ESPINGARDA,ДРОБОВИК,ÇİFTE,ДРОБОВИК,霰弹枪,霰彈槍
SEQUENCE7,SÉTIMO CARTUCHO...,SIEBTE PATRONE...,SEITSMES PADRUN ...,SEVENTH SHELL ...,SÉPTIMO CARTUCHO ...,SÉPTIMO CARTUCHO...,SEPTIÈME CARTOUCHE...,SETTIMO PROIETTILE...,七発目,일곱 번째 탄,SIÓDMY NABÓJ...,SÉTIMO CARTUCHO ...,СЕДЬМОЙ ПАТРОН ...,YEDİNCİ FİŞEK...,СЬОМИЙ ПАТРОН...,第七发子弹,第七發子彈
SEQUENCE2,SEGUNDO CARTUCHO...,ZWEITE PATRONE...,TEINE PADRUN ...,SECOND SHELL ...,SEGUNDO CARTUCHO ...,SEGUNDO CARTUCHO...,DEUXIÈME CARTOUCHE...,SECONDO PROIETTILE...,二発目,두 번째 탄,DRUGI NABÓJ...,SEGUNDO CARTUCHO ...,ВТОРОЙ ПАТРОН ...,İKİNCİ FİŞEK...,ДРУГИЙ ПАТРОН...,第二发子弹,第二發子彈
<!MissingKey:You have been disconnected.>,Você foi desconectado.,Deine Verbindung wurde getrennt.,Sind on mängust välja visatud.,You have been disconnected.,Te has desconectado.,Te has desconectado.,Vous avez été déconnecté.,Sei stato disconnesso.,退室しました,연결이 끊겼습니다.,Zostałeś rozłączony(-na).,A tua sessão foi terminada.,Ваше соединение прервано.,Bağlantı kesildi.,Ви від'єдналися.,你已断开连接。,你已離線。
SEQUENCE3,TERCEIRO CARTUCHO...,DRITTE PATRONE...,KOLMAS PADRUN ...,THIRD SHELL ...,TERCER CARTUCHO ...,TERCER CARTUCHO...,TROISIÈME CARTOUCHE...,TERZO PROIETTILE...,三発目,세 번째 탄,TRZECI NABÓJ...,TERCEIRO CARTUCHO ...,ТРЕТИЙ ПАТРОН ...,ÜÇÜNCÜ FİŞEK...,ТРЕТІЙ ПАТРОН...,第三发子弹,第三發子彈
MORE ITEMS,"MAIS ITENS ANTES DE
CADA RECARGA DA ARMA.","MEHR GEGENSTÄNDE VOR
JEDER LADUNG.","ROHKEM ASJU
ENNE IGAT LAADIMIST.","MORE ITEMS BEFORE
EVERY LOAD.","MÁS OBJETOS ANTES
DE CADA RECARGA.","MÁS OBJETOS ANTES
DE CADA RECARGA.","PLUS D'OBJETS AVANT
CHAQUE RECHARGE.","PIÙ OGGETTI PRIMA
DI OGNI RICARICA DELL'ARMA.",装弾のたびに道具追加,"장전하기 전에
더 많은 아이템을 주지.","WIĘCEJ PRZEDMIOTÓW
PRZED KAŻDYM ŁADOWANIEM.","MAIS ITENS ANTES
CADA RECARGA.","БОЛЬШЕ ПРЕДМЕТОВ 
ПЕРЕД КАЖДЫМ РАУНДОМ.","HER DOLUM ÖNCESİNDE
DAHA FAZLA EŞYA.","ДОДАТКОВІ ПРЕДМЕТИ ПЕРЕД 
КОЖНИМ ЗАРЯДЖАННЯМ.","每次装弹之前都可
获得更多物品。","每次裝彈之前都可
獲得更多物品。"
YES,SIM,JA,JAH,YES,SÍ,SÍ,OUI,SÌ,はい,네,TAK,SIM,ДА,EVET,ТАК,是,是
MP_UI LOBBY ID ERROR DISBANDED,FALHA AO ENTRAR. A SALA NÃO EXISTE MAIS.,FEHLGESCHLAGEN. DIESE LOBBY EXISTIERT NICHT MEHR.,ÜHENDUMISE VIGA: RUUMI  EI OLE ENAM.,FAILED TO JOIN. THE LOBBY NO LONGER EXISTS.,ERROR AL ENTRAR. LA SALA YA NO EXISTE.,ERROR AL ENTRAR. ESA SALA YA NO EXISTE.,IMPOSSIBLE À REJOINDRE. LE SALON N'EXISTE PLUS.,IMPOSSIBILE UNIRSI. LA LOBBY SELEZIONATA È STATA CHIUSA.,参加失敗 ロビー存在せず,참가에 실패하였습니다. 해당 로비가 더 이상 존재하지 않습니다.,NIE UDAŁO SIĘ DOŁĄCZYĆ. LOBBY NIE ISTNIEJE.,FALHA AO ENTRAR. O LOBBY JÁ NÃO EXISTE.,НЕ УДАЛОСЬ ПРИСОЕДИНИТЬСЯ. КОД ЛОББИ БОЛЬШЕ НЕ СУЩЕСТВУЕТ:,BAĞLANTI KURULAMADI. BU LOBİ ARTIK MEVCUT DEĞİL.,НЕ ВДАЛОСЯ ПРИЄДНАТИСЯ. ЦЕ ЛОБІ БІЛЬШЕ НЕ ІСНУЄ.,加入失败。该大厅已不存在。,加入失敗。此房間不存在。
MAGNIFIER DESC,"VERIFIQUE O CARTUCHO ATUAL
NA CÂMARA DA ARMA.","ÜBERPRÜFE DIE AKTUELLE PATRONE
IN DER KAMMER.",KONTROLLI KESTAHEITEAVA.,"CHECK THE CURRENT ROUND
IN THE CHAMBER.","VES CUÁL ES EL CARTUCHO
QUE HAY EN LA RECÁMARA.","VES EL CARTUCHO
QUE HAY EN LA RECÁMARA.","VÉRIFIEZ LA CARTOUCHE QUI EST 
DANS LA CHAMBRE.","PUOI CONTROLLARE IL PROIETTILE
PRESENTE IN CANNA.",薬室の弾を確認,"현재 약실에 장전된 탄을
확인합니다.","SPRAWDŹ NABÓJ ZAŁADOWANY
DO KOMORY.","VERIFICA O CARTUCHO ATUAL
NA CÂMARA DA ARMA.","ВЗГЛЯНИТЕ НА ТЕКУЩИЙ ПАТРОН
В ПАТРОННИКЕ.","FİŞEK YATAĞINDAKİ MEVCUT
MERMİYİ KONTROL EDER.","ГЛЯНЬТЕ НА ПОТОЧНИЙ ПАТРОН
У НАБІЙНИКУ.","检查弹膛中
 当前的子弹。","檢查彈膛中
 當前的子彈。"
MP_REFRESH LIST,ATUALIZAR LISTA,LISTE AKTUALISIEREN,VÄRSKENDA,REFRESH LIST,ACTUALIZAR LISTA,ACTUALIZAR LISTA,ACTUALISER LA LISTE,RICARICA LISTA,リスト更新,목록 갱신,ODŚWIEŻ LISTĘ,ATUALIZAR LISTA,ОБНОВИТЬ СПИСОК,LİSTEYİ YENİLE,ОНОВИТИ СПИСОК,刷新列表,更新列表
HANDSAW DESC,A ESPINGARDA CAUSA 2 DE DANO.,DIE SCHROTFLINTE VERURSACHT 2 SCHADEN.,PUMPPÜSS TEEB TOPELT HAIGET.,SHOTGUN DEALS 2 DAMAGE.,LA ESCOPETA HACE 2 DE DAÑO.,LA ESCOPETA HACE 2 DE DAÑO.,LE FUSIL INFLIGE 2 CHARGES DE DÉGÂTS.,IL FUCILE INFLIGGE 2 DANNI.,実弾 2 ダメージ,샷건이 2배의 대미지를 줍니다.,STRZELBA ZADAJE 2 PKT. OBRAŻEŃ.,A ESPINGARDA CAUSA 2 DE DANO.,ДРОБОВИК НАНОСИТ 2 ЕД. УРОНА.,ÇİFTE 2 HASAR VERİR.,ДРОБОВИК НАНОСИТЬ 2 ОД. ШКОДИ.,霰弹枪造成 2 点伤害。,霰彈槍造成 2 點傷害。
PORTUGUESE_PORTUGAL,PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL),PORTUGUÊS (PORTUGAL)
ITEMS EACH,%s ITENS CADA.,JEDER KRIEGT %s GEGENSTÄNDE.,%s ASJA MÕLEMALE.,%s ITEMS EACH.,%s OBJETOS PARA LOS DOS.,%s OBJETOS CADA UNO.,%s OBJETS CHACUN.,%s UNITÀ DI OGGETTI CIASCUNO.,互いに道具 %s つ,%s 개씩 아이템을 받는 거야.,%s PRZEDMIOTY(ÓW) KAŻDY.,%s ITENS CADA.,%s ПРЕДМ. КАЖДОМУ.,KİŞİ BAŞI %s EŞYA.,%s ПРЕДМЕТИ КОЖНОМУ.,%s 件物品/人。,%s 件物品/人。
COLORBLIND_MODE,MODO DALTÓNICO,FARBENBLIND-MODUS,VÄRVIPIME REŽIIM,COLOR BLIND MODE,MODO DALTÓNICO,MODO DALTÓNICO,MODE DALTONIEN,MODALITÀ DALTONICA,色弱モード,색맹 모드,TRYB ŚLEPOTY BARW,MODO DALTÓNICO,РЕЖИМ ДАЛЬТОНИКА,RENK KÖRÜ MODU,РЕЖИМ ДАЛЬТОНІКА,色盲模式,色盲模式
CREDITS,CRÉDITOS,CREDITS,TEGIJAD,CREDITS,CRÉDITOS,CRÉDITOS,CRÉDITS,TITOLI DI CODA,クレジット,제작진,TWÓRCY GRY,CRÉDITOS,СОЗДАТЕЛИ,EMEĞİ GEÇENLER,АВТОРИ,开发团队,製作群
MP_UI LOBBY FAIL GENERIC,Falha ao entrar. Ocorreu um erro.,Spiel konnte nicht beigetreten werden. Es ist ein Fehler aufgetreten.,Liitumine ebaõnnestus. Ühendumisel tekkis viga.,Failed to join. An error has occurred.,No has podido unirte. Ocurrió un error.,No has podido unirte. Ha ocurrido un error.,Impossible de rejoindre. Une erreur s'est produite.,Impossibile unirsi alla partita.,参加失敗 エラー発生,연결에 실패하였습니다. 오류가 발생하였습니다.,Nie udało się dołączyć. Wystąpił błąd.,Falha ao entrar. Ocorreu um erro.,Не удалось присоединиться. Произошла ошибка.,Bağlantı kurulamadı. Bir hata oluştu.,Не вдалося підключитися. Сталася помилка.,加入失败。发生了错误。,加入失敗。發生錯誤。
BEER DESC,"PUXA O CARREGADOR DA ESPINGARDA.
EJETA O CARTUCHO ATUAL.","LÄDT DIE SCHROTFLINTE.
WIRFT DIE AKTUELLE PATRONE AUS.","VINNASTAB PÜSSI.
EEMALDAB PRAEGUSE PADRUNI.","RACKS THE SHOTGUN.
EJECTS CURRENT SHELL.","CARGA LA ESCOPETA.
EXPULSA EL CARTUCHO EN LA RECÁMARA.","TIRA DEL GUARDAMANOS DE LA ESCOPETA.
EXPULSA EL CARTUCHO EN LA RECÁMARA.","DÉCHARGE LE FUSIL.
ÉJECTE LA CARTOUCHE ACTUELLE.","TIRA LA MANIGLIA DEL FUCILE
ED ESPELLI IL PROIETTILE IN CANNA.",薬室の弾を排莢,"약실을 열어
장전된 탄을 배출합니다.","PRZEŁADOWUJE STRZELBĘ.
WYRZUCA ZAŁADOWANY NABÓJ.","PUXA O CARREGADOR DA ESPINGARDA.
EJETA O CARTUCHO ATUAL.","ПЕРЕДЕРНИТЕ ЗАТВОР.
ИЗВЛЕКАЕТ ТЕКУЩИЙ ПАТРОН.","ÇİFTEYİ ÇEKER.
MEVCUT FİŞEĞİ ÇIKARTIR.","НАТЯГНІТЬ ЗАТВОР, ЩОБ 
ВИТЯГНУТИ ПОТОЧНИЙ ПАТРОН.","弹出霰弹枪膛内
当前的子弹。","彈出霰彈槍膛內
當前的子彈。 "
KOREAN,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어,한국어
SELECT,SELECIONAR,AUSWÄHLEN,VALI,SELECT,SELECCIONAR,SELECCIONAR,SÉLECTIONNER,SELEZIONA,決定,선택,WYBIERZ,SELECIONAR,ВЫБРАТЬ,SEÇ,ВИБРАТИ,选择,選擇
MP_UI MOST DAMAGE,MAIOR DANO CAUSADO,MEISTER VERURSACHTER SCHADEN,ENIM DÄMMI,MOST DAMAGE DEALT,MAYOR CANTIDAD DE DAÑO INFLIGIDO,MAYOR CANTIDAD DE DAÑO INFLIGIDO,LE PLUS DE DÉGÂTS INFLIGÉS,PIÙ DANNI INFLITTI,最大ダメージ,가장 많은 피해량,NAJWIĘCEJ ZADANYCH OBRAŻEŃ,MAIS DANO CAUSADO,БОЛЬШЕ ВСЕГО НАНЕСЕННОГО УРОНА,EN ÇOK HASAR,НАЙБІЛЬША ЗАВДАНА ШКОДА,造成最多伤害,最高傷害
BEER,CERVEJA,BIER,ÕLU,BEER,CERVEZA,CERVEZA,BIÈRE,BIRRA,ビール,맥주,PIWO,CERVEJA,ПИВО,BİRA,ПИВО,啤酒,啤酒
